Title,Physical Date,PHY Date Week Num,PHY to TH,Physical W1 Units,Studio,Rating,Box Office,Franchise,Count of Awards, Action, Adventure,Animation, Biography, Comedy, Crime,Documentary, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Romance, Sci-Fi, Short, Sport, Thriller, War, Western
10 CLOVERFIELD LANE,6/14/2016,25,95,105646,Paramount Pictures,PG-13,72082998,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
12 STRONG,5/1/2018,18,102,136730,Warner Bros.,R,45500164,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15:17 TO PARIS,5/22/2018,21,102,48168,Warner Bros.,PG-13,36250957,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22 JUMP STREET,11/18/2014,47,158,305107,Sony Pictures,R,191719337,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300-RISE OF AN EMPIRE,6/24/2014,26,109,425500,Warner Bros.,R,87125205,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,2/16/2016,8,95,42274,Warner Bros.,PG-13,12227722,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45 YEARS,6/14/2016,25,291,1352,Paramount Pictures,R,4247285,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47 METERS DOWN,9/26/2017,39,102,65422,Lionsgate,PG-13,44307192,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5TH WAVE,5/3/2016,19,102,134695,Sony Pictures,PG-13,34916787,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7 DAYS IN ENTEBBE,7/3/2018,27,109,6387,Universal Studios,PG-13,3326885,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
90 MINUTES IN HEAVEN,12/1/2015,49,81,16247,Universal Studios,PG-13,4842699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABOUT LAST NIGHT,5/20/2014,21,95,81906,Sony Pictures,R,48637684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ABSOLUTELY FABULOUS,11/29/2016,49,130,10168,20th Century Fox,R,4772155,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNTANT,1/10/2017,2,88,260765,Warner Bros.,R,86260045,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACTION POINT,8/21/2018,34,81,6658,Paramount Pictures,R,5059608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADDICTED,2/10/2015,7,123,76303,Lionsgate,R,17390770,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ADRIFT,9/4/2018,36,95,27507,Universal Studios,PG-13,31445011,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AGE OF ADALINE,9/8/2015,37,137,111910,Lionsgate,PG-13,42629776,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ALEXANDER AND THE TERRIBLE NO,2/10/2015,7,123,265901,Walt Disney Studios,PG,66954149,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALICE THROUGH THE LOOKING GLASS,10/18/2016,43,144,185002,Walt Disney Studios,PG,69762747,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALIEN-COVENANT,8/15/2017,33,88,356012,20th Century Fox,R,74262031,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
ALL EYEZ ON ME,9/5/2017,36,81,64099,Lionsgate,R,44922302,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ALL SAINTS,12/12/2017,50,109,10178,Sony Pictures,PG,5782529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL THE MONEY IN THE WORLD,4/10/2018,15,106,26929,Sony Pictures,R,25113707,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ALLIED,2/28/2017,9,97,71514,Paramount Pictures,R,40098064,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
ALMOST CHRISTMAS,2/7/2017,6,88,45723,Universal Studios,PG-13,42158780,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOHA,8/25/2015,35,88,73453,Sony Pictures,PG-13,21052030,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALPHA,11/13/2018,46,88,39243,Sony Pictures,PG-13,38857181,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALVIN AND THE CHIPMUNKS-ROAD CHIP,3/15/2016,12,88,277148,20th Century Fox,PG,85886987,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
AMAZING SPIDER-MAN 2,8/19/2014,34,109,668835,Sony Pictures,PG-13,177904290,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AMERICAN ANIMALS,8/28/2018,35,88,2740,Lionsgate,R,2856739,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMERICAN ASSASSIN,12/5/2017,49,81,129687,Lionsgate,R,36249674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AMERICAN MADE,1/2/2018,1,95,101149,Universal Studios,R,51342000,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AMERICAN SNIPER,5/19/2015,21,123,1493386,Warner Bros.,R,350126372,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
AMERICAN ULTRA,11/24/2015,48,95,63579,Lionsgate,R,14440985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AND SO IT GOES,11/18/2014,47,116,24361,20th Century Fox,PG-13,15160801,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ANGRY BIRDS,8/16/2016,34,88,279990,Sony Pictures,PG,101541547,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANNABELLE,1/20/2015,4,109,173440,Warner Bros.,R,84273813,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ANNABELLE: CREATION,10/24/2017,43,74,74424,Warner Bros.,R,102092201,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ANNIE-2015,3/17/2015,12,88,231995,Sony Pictures,PG,85911262,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
ANNIHILATION,5/29/2018,22,95,104733,Paramount Pictures,R,32732301,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
ANOMALISA,6/7/2016,24,160,3017,Paramount Pictures,R,3759286,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ANTHROPOID,11/1/2016,45,53,8139,Universal Studios,R,2964845,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
ANT-MAN,12/8/2015,50,144,831041,Walt Disney Studios,PG-13,161953355,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ANT-MAN AND THE WASP,10/16/2018,42,102,616741,Walt Disney Studios,PG-13,216648740,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ARRIVAL,2/14/2017,7,95,284407,Paramount Pictures,PG-13,100546139,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
AS ABOVE SO BELOW,12/2/2014,49,95,31462,Universal Studios,R,21222315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ASSASSINS CREED,3/21/2017,12,90,268174,20th Century Fox,PG-13,50121894,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ATOMIC BLONDE,11/14/2017,46,109,175176,Universal Studios,R,51687870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
AVENGERS - AGE OF ULTRON,10/2/2015,40,154,2014962,Walt Disney Studios,PG-13,405561032,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AVENGERS: INFINITY WAR,8/14/2018,33,109,1828735,Walt Disney Studios,PG-13,639723074,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BABY DRIVER,10/10/2017,41,104,177596,Sony Pictures,R,107816745,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BAD MOMS,11/1/2016,45,95,214780,Universal Studios,R,113257297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAD SANTA 2,2/21/2017,8,90,21956,Universal Studios,R,17782177,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAD WORDS,7/8/2014,28,116,27764,Universal Studios,R,7779163,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATMAN V SUPERMAN-DAWN OF JUSTICE,7/19/2016,30,116,1007920,Warner Bros.,PG-13,291475033,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BATTLE OF THE SEXES,1/2/2018,1,102,10463,20th Century Fox,PG-13,12638526,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BAYWATCH,8/29/2017,35,96,156525,Paramount Pictures,R,58060186,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEARS,8/12/2014,33,116,28257,Walt Disney Studios,G,17780194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEATRIZ AT DINNER,9/12/2017,37,95,2906,Lionsgate,R,7115854,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEAUTY AND THE BEAST,6/6/2017,23,81,2015184,Walt Disney Studios,PG,475779348,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
BEFORE I FALL,5/30/2017,22,88,16064,Universal Studios,PG-13,12241072,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BEFORE I GO TO SLEEP,1/27/2015,5,88,18746,20th Century Fox,R,3242457,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
BEGIN AGAIN,10/28/2014,44,109,36484,OTHER,R,16170632,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
BEGUILED,10/10/2017,41,102,14604,Universal Studios,R,10709995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BEIRUT,7/3/2018,27,83,7275,Universal Studios,R,5019225,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BELKO EXPERIMENT,6/27/2017,26,102,13263,MGM,R,10166820,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
BELLE,8/26/2014,35,74,11335,20th Century Fox,PG,10726630,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BFG,11/29/2016,49,151,210350,Walt Disney Studios,PG,52363787,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BIG EYES,4/14/2015,16,110,39372,OTHER,PG-13,14482031,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BIG HERO 6,2/24/2015,9,109,1890612,Walt Disney Studios,PG,208451126,0,2,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BIG SHORT,3/15/2016,12,95,77275,Paramount Pictures,R,70259870,0,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BIG SICK,9/19/2017,38,88,15270,Lionsgate,R,42872467,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BIGGER SPLASH,9/6/2016,37,125,706,20th Century Fox,R,2024099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BIRDMAN,2/17/2015,8,123,97989,20th Century Fox,R,42340598,0,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRTH OF A NATION-2016,1/10/2017,2,95,33624,20th Century Fox,R,15861566,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
BIRTH OF THE DRAGON,11/21/2017,47,88,21310,Universal Studios,PG-13,6901965,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACK MASS,2/16/2016,8,151,165818,Warner Bros.,R,62575678,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACK PANTHER,5/15/2018,20,88,1633703,Walt Disney Studios,PG-13,665642897,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BLACKHAT,5/12/2015,20,116,53634,Universal Studios,R,8005980,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BLACKKKLANSMAN,11/6/2018,45,88,26793,OTHER,R,48527565,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLADE RUNNER 2049,1/16/2018,3,102,296711,Warner Bros.,R,87671016,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
BLAIR WITCH,1/3/2017,1,109,40318,Lionsgate,R,20777061,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
BLEED FOR THIS,2/14/2017,7,88,19619,Universal Studios,R,5083906,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BLENDED,8/26/2014,35,95,161071,Warner Bros.,PG-13,46294610,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BLINDSPOTTING,11/20/2018,47,116,8215,OTHER,R,4333394,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOCKERS,7/3/2018,27,88,96251,Universal Studios,R,60147900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOO 2-A MADEA HALLOWEEN,1/30/2018,5,102,139252,Lionsgate,PG-13,47319572,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BOO-A MADEA HALLOWEEN,1/31/2017,5,102,236754,Lionsgate,PG-13,73206343,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BOOK CLUB,8/28/2018,35,102,145914,Paramount Pictures,PG-13,68566296,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BOOK OF HENRY,10/3/2017,40,109,2542,Universal Studios,PG-13,4504974,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BOOK OF LIFE,1/27/2015,5,102,221748,20th Century Fox,PG,46350021,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
BORN IN CHINA,8/29/2017,35,130,3492,Walt Disney Studios,G,13873211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOSS,7/26/2016,31,109,110622,Universal Studios,R,63285885,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOSS BABY,7/25/2017,30,116,468737,DreamWorks,PG,168328347,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BOXTROLLS,1/20/2015,4,116,222357,Universal Studios,PG,47140014,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BOY,5/10/2016,20,109,52284,Universal Studios,PG-13,35819556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
BOY NEXT DOOR,4/28/2015,18,95,96743,Universal Studios,R,36006065,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
BOYHOOD,1/6/2015,2,144,36688,Paramount Pictures,R,25361987,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAD'S STATUS,1/2/2018,1,109,2178,Universal Studios,R,2133158,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BREAKING IN,8/7/2018,32,88,50974,Universal Studios,PG-13,46535850,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRIDGE OF SPIES,2/2/2016,6,109,174262,Walt Disney Studios,PG-13,72313754,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
BROOKLYN,3/15/2016,12,111,45674,20th Century Fox,PG-13,38322743,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BROTHERS GRIMSBY,6/21/2016,26,102,21013,Sony Pictures,R,6874837,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BURNT,1/26/2016,5,88,43878,OTHER,R,13651946,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYE BYE MAN,4/11/2017,15,88,33581,Universal Studios,PG-13,22395806,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
CALL ME BY YOUR NAME,3/13/2018,11,109,43176,Sony Pictures,R,18095701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CALVARY,12/9/2014,50,242,1880,20th Century Fox,R,3600006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANTINFLAS,12/2/2014,49,95,4618,Lionsgate,PG,6382924,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAPTAIN AMERICA-CIVIL WAR,9/13/2016,38,130,1324665,Walt Disney Studios,PG-13,367286981,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CAPTAIN AMERICA-WINTER SOLDIER,9/9/2014,37,158,1439023,Walt Disney Studios,PG-13,231769678,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CAPTAIN FANTASTIC,10/25/2016,44,88,8859,Universal Studios,R,5879734,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPTAIN UNDERPANTS,9/12/2017,37,102,178108,DreamWorks,PG,71601752,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPTIVE,1/5/2016,2,109,5689,Paramount Pictures,PG-13,2583301,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAROL,3/15/2016,12,60,28352,OTHER,R,12711491,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CASE FOR CHRIST,8/15/2017,33,130,65352,Universal Studios,PG,14682684,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CENTRAL INTELLIGENCE,9/27/2016,40,102,210483,Warner Bros.,PG-13,127440871,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CESAR CHAVEZ,7/22/2014,30,116,7053,Lionsgate,PG-13,5571497,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAPPAQUIDDICK,7/10/2018,28,95,20655,Lionsgate,PG-13,17395520,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CHAPPIE,6/16/2015,25,102,153139,Sony Pictures,R,31569268,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CHEF,9/30/2014,40,123,49591,Universal Studios,R,31424004,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIPS,6/27/2017,26,95,82424,Warner Bros.,R,18600152,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHI-RAQ,1/26/2016,5,53,11791,Lionsgate,R,2653032,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CHOICE,5/3/2016,19,88,99592,Lionsgate,PG-13,18730891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHRISTOPHER ROBIN,11/6/2018,45,95,210776,Walt Disney Studios,PG,99215042,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CINDERELLA-2015,9/15/2015,38,186,690177,Walt Disney Studios,PG,201151353,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
CIRCLE,8/1/2017,31,95,47612,Lionsgate,PG-13,20497844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
COCO,2/27/2018,9,97,977958,Walt Disney Studios,PG,208950438,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
COLLATERAL BEAUTY,3/14/2017,11,88,56527,Warner Bros.,PG-13,31016021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COLLIDE,5/30/2017,22,95,11396,Universal Studios,PG-13,2280004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COLOSSAL,8/1/2017,31,116,7872,Universal Studios,R,3029287,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
COMMUTER,4/17/2018,16,95,109353,Lionsgate,PG-13,36343858,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
COMPADRES,9/6/2016,37,159,172,Lionsgate,R,3127773,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONJURING 2,9/13/2016,38,95,123001,Warner Bros.,R,102470008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
CRAZY RICH ASIANS,11/20/2018,47,97,126382,Warner Bros.,PG-13,17453292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CREED,3/1/2016,10,97,423652,Warner Bros.,PG-13,109767581,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CRIMINAL,7/26/2016,31,102,67961,Lionsgate,R,14708696,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
CRIMSON PEAK,2/9/2016,7,116,72198,Universal Studios,R,31090320,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
CURE FOR WELLNESS,6/6/2017,23,109,23880,20th Century Fox,R,8106986,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
DADDYS HOME,3/22/2016,13,88,303430,Paramount Pictures,PG-13,150357137,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADDY'S HOME 2,2/20/2018,8,102,193119,Paramount Pictures ,PG-13,104029443,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANISH GIRL,3/1/2016,10,95,21349,Universal Studios,R,11114018,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DANNY COLLINS,6/30/2015,27,81,7943,Universal Studios,R,5637066,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
