Title,Physical Date,PHY Date Week Num,PHY to TH,Physical W1 Units,Studio,Rating,Box Office,Franchise,Count of Awards, Action, Adventure,Animation, Biography, Comedy, Crime,Documentary, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Romance, Sci-Fi, Short, Sport, Thriller, War, Western
DARK TOWER,10/31/2017,44,88,195939,Sony Pictures,PG-13,50692621,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
DARKEST HOUR-2017,2/27/2018,9,67,78088,Universal Studios,PG-13,56468410,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DAWN OF THE PLANET OF THE APES,12/2/2014,49,144,569762,20th Century Fox,PG-13,188142749,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DEADPOOL,5/10/2016,20,88,1794984,20th Century Fox,R,363070709,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DEADPOOL 2,8/21/2018,34,95,944573,20th Century Fox,R,318491426,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DEAR WHITE PEOPLE,2/3/2015,6,109,10445,Lionsgate,R,4404154,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DEATH OF STALIN,6/19/2018,25,102,1714,Paramount Pictures,R,8041432,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DEATH WISH,6/5/2018,23,95,105830,MGM,R,34017028,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DEEPWATER HORIZON,1/10/2017,2,102,278991,Lionsgate,PG-13,61433527,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DELIVER US FROM EVIL,10/28/2014,44,118,63754,Sony Pictures,R,30577122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
DEN OF THIEVES,4/24/2018,17,95,81693,Universal Studios,R,44947622,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DENIAL,1/3/2017,1,74,5656,Universal Studios,PG-13,4073489,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DESIERTO,2/7/2017,6,300,7560,Universal Studios,R,2002036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DESPICABLE ME 3,12/5/2017,49,158,726856,Universal Studios,PG,256222368,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
DETROIT,12/12/2017,50,137,24176,20th Century Fox,R,16790139,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DEVILS DUE,4/29/2014,18,102,41670,20th Century Fox,R,15821461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
DIARY OF A WIMPY KID-LONG HAUL,8/8/2017,32,81,36697,20th Century Fox,PG,20738724,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DIRTY GRANDPA,5/17/2016,21,116,110059,Lionsgate,R,35593113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISOBEDIENCE,7/17/2018,29,81,3566,Universal Studios,R,3480702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DIVERGENT,8/5/2014,32,137,881039,Lionsgate,PG-13,150947895,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
DOCTOR STRANGE,2/28/2017,9,116,910943,Walt Disney Studios,PG-13,203184327,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DOGS PURPOSE,5/2/2017,18,95,187735,Universal Studios,PG,64508620,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DOLPHIN TALE 2,12/9/2014,50,88,212462,Warner Bros.,PG,42024533,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DONT BREATHE,11/29/2016,49,95,147231,Sony Pictures,R,89217875,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DONT THINK TWICE,12/6/2016,50,137,2509,Universal Studios,R,4417667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOPE,10/13/2015,42,116,22330,Universal Studios,R,17506470,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOWNSIZING,3/20/2018,12,88,52134,Paramount Pictures,R,24449754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DRACULA UNTOLD,2/3/2015,6,116,351204,Universal Studios,PG-13,56280355,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
DRAFT DAY,9/2/2014,36,144,133521,Lionsgate,PG-13,28842237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DRESSMAKER,12/27/2016,53,425,9056,Universal Studios,R,2022115,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DROP,1/20/2015,4,130,43694,20th Century Fox,R,10724389,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUFF,6/9/2015,24,109,96836,Lionsgate,PG-13,34030343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DUMB AND DUMBER TO,2/17/2015,8,95,245181,Universal Studios,PG-13,86208010,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAGLE HUNTRESS,2/7/2017,6,53,2335,Sony Pictures,G,3169351,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EARLY MAN,5/22/2018,21,95,21310,Lionsgate,PG,8267544,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
EDDIE THE EAGLE,6/14/2016,25,109,27050,20th Century Fox,PG-13,15789389,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EDGE OF SEVENTEEN,2/14/2017,7,88,41068,Universal Studios,R,14431633,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELLE,3/14/2017,11,123,4287,Sony Pictures,R,2341534,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EMOJI MOVIE,10/24/2017,43,88,148615,Sony Pictures,PG,83355931,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTOURAGE,9/29/2015,40,118,52526,Warner Bros.,R,32363404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQUALIZER,12/30/2014,53,95,522507,Sony Pictures,R,101436176,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EVEREST,1/19/2016,4,116,122227,Universal Studios,PG-13,33175021,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EVERY DAY,6/5/2018,23,102,12486,Warner Bros.,PG-13,6102077,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
EVERYBODY WANTS SOME,7/12/2016,29,104,11806,Paramount Pictures,R,3400278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EVERYTHING, EVERYTHING",8/15/2017,33,88,30344,Warner Bros.,PG-13,34121140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EXODUS-GODS AND KINGS,3/17/2015,12,95,287841,20th Century Fox,PG-13,57757895,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EXPENDABLES 3,11/25/2014,48,102,391153,Lionsgate,PG-13,39322544,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EYE IN THE SKY,6/28/2016,27,88,35383,Universal Studios,R,18704595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FANTASTIC BEASTS AND WHERE TO FIND THEM,3/28/2017,13,130,1031976,Warner Bros.,PG-13,211443905,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
FANTASTIC FOUR-2015,12/15/2015,51,130,201539,20th Century Fox,PG-13,56117548,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FANTASTIC WOMAN,5/22/2018,21,109,1072,Sony Pictures,R,2020988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAR FROM THE MADDING CROWD,8/4/2015,32,95,12370,20th Century Fox,PG-13,12236500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FATE OF THE FURIOUS,7/11/2017,28,88,824290,Universal Studios,PG-13,226008385,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FATHER FIGURES,4/3/2018,14,102,38399,Warner Bros.,R,17501244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAULT IN OUR STARS,9/16/2014,38,102,566915,20th Century Fox,PG-13,124872350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FENCES,3/14/2017,11,79,124058,Paramount Pictures,PG-13,57682904,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERDINAND,3/13/2018,11,88,391731,20th Century Fox,PG,83071259,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
FIFTY SHADES DARKER,5/9/2017,19,88,593746,Universal Studios,R,114581250,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FIFTY SHADES FREED,5/8/2018,19,88,450976,Universal Studios,R,100407760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FIFTY SHADES OF BLACK,4/19/2016,17,81,18618,Universal Studios,R,11686940,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIFTY SHADES OF GREY,5/8/2015,19,84,1578085,Universal Studios,R,166167230,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FINDING DORY,11/15/2016,47,151,1540940,Walt Disney Studios,PG,456222514,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FINEST HOURS,5/24/2016,22,116,60867,Walt Disney Studios,PG-13,25007044,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FIST FIGHT,5/30/2017,22,102,86545,Warner Bros.,R,32187017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLATLINERS,12/26/2017,52,88,27731,Sony Pictures,PG-13,16877430,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
FLORENCE FOSTER JENKINS,12/13/2016,51,123,27615,Paramount Pictures,PG-13,27383770,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FLUFFY MOVIE,10/21/2014,43,88,25589,Universal Studios,PG-13,2827393,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOCUS,6/2/2015,23,95,114369,Warner Bros.,R,53862963,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FOREST,4/12/2016,16,95,40771,Universal Studios,PG-13,26594261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
FOREVER MY GIRL,4/24/2018,17,95,57862,Lionsgate,PG,16376066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
FOUNDER,4/18/2017,16,88,27613,Lionsgate,PG-13,12786243,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FOXCATCHER,3/3/2015,10,46,48700,Sony Pictures,R,12122062,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FREE STATE OF JONES,9/20/2016,39,88,70256,Universal Studios,R,20810036,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FRIEND REQUEST,1/9/2018,2,109,11202,Lionsgate,R,3759078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FURIOUS 7,9/15/2015,38,165,1324516,Universal Studios,PG-13,353007020,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FURY,1/27/2015,5,102,490538,Sony Pictures,R,85817906,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GALLOWS,10/13/2015,42,95,20255,Warner Bros.,R,22764410,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
GAMBLER,4/28/2015,18,124,85970,Paramount Pictures,R,33680992,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GAME NIGHT,5/22/2018,21,88,75425,Warner Bros.,R,69001013,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEOSTORM,1/23/2018,4,95,103911,Warner Bros.,PG-13,30977004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
GET HARD,6/30/2015,27,95,243787,Warner Bros.,R,90411453,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GET ON UP,1/6/2015,2,158,61008,Universal Studios,PG-13,30569935,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GET OUT,5/23/2017,21,88,159733,Universal Studios,R,176040665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
GHOST IN THE SHELL,7/25/2017,30,116,189546,Paramount Pictures,PG-13,35639516,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
GHOSTBUSTERS-2016,10/11/2016,42,88,573394,Sony Pictures,PG-13,118470083,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
GIFT,10/27/2015,44,81,42893,Universal Studios,R,43787265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
GIRL ON THE TRAIN,1/17/2017,3,102,121869,Universal Studios,R,75395035,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
GIRLS TRIP,10/17/2017,42,88,141394,Universal Studios,R,115171585,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIVER,11/25/2014,48,102,109811,OTHER,PG-13,45090374,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
GLASS CASTLE,11/7/2017,45,88,17572,Lionsgate,PG-13,17273059,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOD BLESS THE BROKEN ROAD,12/4/2018,49,88,31809,OTHER,PG,2846257,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GODS NOT DEAD,8/5/2014,32,137,311596,OTHER,PG,60755332,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GODS NOT DEAD 2,8/16/2016,34,137,104570,Universal Studios,PG,20774574,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOD'S NOT DEAD: A LIGHT IN DARKNESS,8/21/2018,34,144,40035,Universal Studios,PG,5728940,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GODS OF EGYPT,5/31/2016,23,95,213841,Lionsgate,PG-13,27518574,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GODZILLA,9/16/2014,38,123,706361,Warner Bros.,PG-13,170326732,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
GOING IN STYLE,8/1/2017,31,116,103124,Warner Bros.,PG-13,45018541,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLD,5/2/2017,18,95,37201,Lionsgate,R,7227038,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GONE GIRL,1/13/2015,3,102,391133,20th Century Fox,R,167767189,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
GOOD DINOSAUR,2/23/2016,9,90,876257,Walt Disney Studios,PG,116315188,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GOOD LIE,12/23/2014,52,81,18459,Warner Bros.,PG-13,2722209,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOOSEBUMPS,1/26/2016,5,102,282873,Sony Pictures,PG,74051371,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
GRAND BUDAPEST HOTEL,6/17/2014,25,81,84008,20th Century Fox,R,59334204,0,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRANDMA,2/9/2016,7,172,7714,Sony Pictures,R,6980524,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREAT WALL,5/23/2017,21,95,181596,Universal Studios,PG-13,40492964,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
GREATEST SHOWMAN,4/10/2018,15,111,786200,20th Century Fox,PG,174340174,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
GREEN INFERNO,1/5/2016,2,102,17008,Universal Studios,R,7192291,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
GRINGO,6/5/2018,23,88,3670,Universal Studios,R,4969853,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUARDIANS OF THE GALAXY,12/9/2014,50,130,2201473,Walt Disney Studios,PG-13,290344196,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GUARDIANS OF THE GALAXY VOL. 2,8/22/2017,34,109,1402230,Walt Disney Studios,PG-13,360232325,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GUNMAN,6/30/2015,27,102,34677,Universal Studios,R,10664749,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
HACKSAW RIDGE,2/21/2017,8,109,403329,Lionsgate,R,67209615,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
HAIL CAESAR,6/7/2016,24,123,32254,Universal Studios,PG-13,30498085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HANDS OF STONE,11/22/2016,48,88,21678,OTHER,R,4712792,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HAPPY DEATH DAY,1/16/2018,3,95,45422,Universal Studios,PG-13,55683845,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
HARDCORE HENRY,7/26/2016,31,109,38898,Universal Studios,R,9252038,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HATEFUL EIGHT,3/29/2016,14,90,315855,OTHER,R,54117416,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
HAUNTED HOUSE 2,8/12/2014,33,116,33459,Universal Studios,R,17329486,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HE NAMED ME MALALA,12/15/2015,51,74,2756,20th Century Fox,PG-13,2668936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEAVEN IS FOR REAL,7/22/2014,30,97,501801,Sony Pictures,PG,91443253,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HELL OR HIGH WATER,11/22/2016,48,88,76289,Lionsgate,R,27007844,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HELLO MY NAME IS DORIS,6/14/2016,25,74,15975,Sony Pictures,R,14444999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HERCULES-2014,11/4/2014,45,102,342453,Paramount Pictures,PG-13,63638461,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HERO,9/19/2017,38,102,16730,Sony Pictures,R,4077333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HIDDEN FIGURES,4/11/2017,15,95,396742,20th Century Fox,PG,169387004,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HILLARYS AMERICA,10/11/2016,42,81,58378,Lionsgate,PG-13,13099931,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HILLSONG-LET HOPE RISE,12/20/2016,52,95,18148,Universal Studios,PG,2394386,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
HITMAN-AGENT 47,12/29/2015,53,130,108497,20th Century Fox,R,22467450,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HITMANS BODYGUARD,11/21/2017,47,95,191492,Lionsgate,R,75468583,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HOBBIT-BATTLE OF THE FIVE ARMIES,3/24/2015,13,97,1252161,Warner Bros.,PG-13,215549118,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HOLOGRAM FOR THE KING,8/9/2016,33,109,18266,Lionsgate,R,4212494,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HOME AGAIN,12/12/2017,50,95,35670,Universal Studios,PG-13,27020284,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HOMESMAN,2/17/2015,8,95,46114,Lionsgate,R,2429989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HORRIBLE BOSSES 2,2/24/2015,9,90,240670,Warner Bros.,R,54445357,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOSTILES,4/24/2018,17,88,104903,Lionsgate,R,29819113,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HOT PURSUIT,8/11/2015,33,95,112371,Warner Bros.,PG-13,34580201,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOTEL TRANSYLVANIA 2,1/12/2016,3,109,558534,Sony Pictures,PG,158889475,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HOTEL TRANSYLVANIA 3: SUMMER VACATION,10/9/2018,41,88,384674,Sony Pictures,PG,167510016,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HOUSE,10/10/2017,41,102,47058,Warner Bros.,R,25584504,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOW TO BE A LATIN LOVER,8/15/2017,33,109,23339,Lionsgate,PG-13,32149404,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOW TO BE SINGLE,5/24/2016,22,102,55972,Warner Bros.,R,46843513,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HOW TO TRAIN YOUR DRAGON 2,11/11/2014,46,151,919923,DreamWorks,PG,163724254,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HUNDRED FOOT JOURNEY,12/2/2014,49,116,66812,Walt Disney Studios,PG,54240821,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNGER GAMES-MOCKINGJAY PT 1,3/6/2015,10,105,1993847,Lionsgate,PG-13,337135885,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
